horas_trabajadas;masculino;edad_ingreso;colegio_publico;argentino;activo_primer_anio;activo_segundo_anio;anios_en_unlu;aprobadas_1er_anio;anios_cursados;c_promociones_1er_anio;c_libres_1er_anio;c_regulares_1er_anio;c_ausentes_1er_anio;c_noausentes_1er_anio;cursadas_ap_1er_anio;cursadas_1er_anio;cambio_universidad;cambio_carrera;progresar;fracaso_academico
0;1;19;0;1;1;1;2;1;2;1;0;0;5;1;1;6;0;1;0;0
0;0;19;1;1;1;0;1;0;1;0;3;1;0;4;1;4;0;0;0;1
0;1;18;1;1;1;1;4;6;3;4;3;2;1;9;6;10;0;0;1;0
0;0;18;0;1;1;1;3;7;3;4;0;4;1;9;8;10;0;0;0;0
0;0;18;0;1;1;0;1;1;1;1;2;1;5;5;2;10;0;0;0;0
0;0;40;1;0;1;0;1;2;1;1;2;3;3;7;4;10;0;0;0;0
30;0;18;1;1;1;1;4;0;3;0;2;2;1;4;2;5;0;0;0;0
6;0;25;1;1;1;1;4;3;3;2;1;2;2;5;4;7;1;0;0;0
40;1;24;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;0;32;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
22;0;21;1;1;1;0;1;0;1;0;0;0;2;0;0;2;0;0;0;0
0;0;27;1;1;1;1;4;5;3;4;1;1;2;8;5;10;0;0;0;0
40;1;20;1;1;1;0;1;0;1;0;3;0;1;3;0;4;0;0;0;1
30;1;19;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
14;1;18;1;1;1;0;1;0;1;0;3;0;1;3;0;4;0;0;0;1
20;0;45;1;1;1;1;3;0;3;0;0;2;1;2;2;3;0;0;0;0
0;0;19;1;1;1;0;1;0;1;0;4;1;2;5;1;7;0;0;0;1
0;0;20;1;1;1;0;1;0;1;0;4;2;1;6;2;7;0;0;1;1
0;0;23;1;1;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0
44;0;20;1;0;1;0;1;0;1;0;1;0;4;1;0;5;0;0;0;0
0;0;31;1;1;1;0;1;0;1;0;1;0;1;1;0;2;0;0;0;0
6;1;19;0;1;1;1;3;2;3;1;2;1;0;5;2;5;0;0;0;0
0;0;17;0;1;1;0;1;0;1;0;1;0;5;1;0;6;0;0;0;0
35;1;27;0;1;1;1;4;1;3;0;1;3;1;5;3;6;0;0;0;0
4;1;18;0;1;1;0;1;1;1;1;1;1;4;5;2;9;0;0;0;0
0;0;23;1;1;1;0;1;0;1;0;0;1;4;1;1;5;0;0;0;0
0;0;19;1;1;1;1;4;0;3;0;1;2;4;3;2;7;0;1;0;0
50;1;18;0;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;0;24;1;0;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;0;19;0;1;1;0;1;0;1;0;0;3;4;3;3;7;0;0;0;0
20;0;20;1;1;1;1;4;4;3;2;1;4;0;7;6;7;0;0;1;0
16;0;35;1;0;1;0;1;0;1;0;0;0;3;1;0;4;0;0;0;0
14;0;21;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
25;1;22;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;1;18;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
10;1;39;1;1;1;0;1;0;1;0;1;0;1;2;0;3;0;0;0;0
0;0;18;0;1;1;0;1;0;1;0;0;0;7;1;0;8;0;1;0;0
8;0;18;1;1;1;1;2;1;2;1;1;6;1;8;7;9;0;0;0;0
0;1;20;0;0;1;1;3;0;3;0;2;0;1;2;0;3;0;1;0;1
0;0;18;0;1;1;1;4;12;3;12;0;0;0;12;12;12;0;0;0;0
42;1;23;1;1;1;0;1;0;1;0;1;1;2;2;1;4;0;0;0;0
0;1;18;0;1;1;1;2;0;2;0;3;0;1;3;0;4;0;1;0;1
24;0;21;0;1;1;0;1;1;1;0;1;3;4;4;3;8;0;0;0;0
0;0;23;1;1;1;0;1;0;1;0;0;0;4;1;0;5;0;0;0;0
0;0;17;0;1;1;1;4;7;3;4;0;4;0;8;8;8;0;0;1;0
45;1;24;0;1;1;0;1;0;1;0;2;0;2;2;0;4;0;0;0;0
36;0;32;1;1;1;0;1;0;1;0;0;0;4;1;0;5;0;0;0;0
9;0;27;0;1;1;1;2;0;2;0;1;0;4;1;0;5;0;0;0;0
0;1;17;0;1;1;1;4;4;3;2;1;4;0;7;6;7;0;0;0;0
45;1;21;1;1;1;1;3;8;3;7;1;1;1;10;8;11;0;0;0;0
0;0;20;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;1;18;1;1;1;1;2;0;2;0;2;1;2;3;1;5;0;0;0;0
20;0;33;1;1;1;0;1;0;1;0;1;0;3;1;0;4;0;0;0;0
5;0;18;1;1;1;0;1;0;1;0;3;2;3;6;2;9;0;0;0;0
0;0;22;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
0;0;23;1;1;1;0;1;1;1;0;3;2;2;5;2;7;0;0;0;0
0;1;18;1;1;1;1;4;1;3;0;5;2;0;7;2;7;0;1;1;1
0;1;20;1;1;1;1;2;0;2;0;4;2;0;6;2;6;0;0;0;1
25;0;23;0;1;1;1;3;0;3;0;0;0;4;0;0;4;0;1;0;0
4;1;21;0;1;1;0;1;0;1;0;1;0;2;1;0;3;0;0;0;0
0;1;17;0;1;1;0;1;0;1;0;1;1;3;2;1;5;0;0;0;0
0;0;25;1;1;1;1;4;4;3;3;2;1;1;6;4;7;0;0;0;0
20;0;18;0;1;1;0;1;2;1;1;4;2;0;7;3;7;0;0;0;1
0;0;26;1;1;1;1;3;0;3;0;0;2;3;2;2;5;0;0;0;0
0;0;18;0;1;1;0;1;0;1;0;2;1;1;3;1;4;0;0;0;0
24;1;20;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
50;1;40;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;1;19;1;1;1;1;3;2;3;1;3;3;1;7;4;8;0;0;0;0
0;0;18;0;1;1;1;3;0;3;0;2;1;1;3;1;4;0;1;0;0
6;0;18;1;1;1;0;1;0;1;0;2;0;4;3;0;7;0;0;0;0
30;0;19;1;1;1;1;3;0;3;0;3;1;7;4;1;11;0;0;1;0
0;0;17;0;1;1;1;4;7;3;4;0;4;0;8;8;8;0;0;0;0
0;1;18;1;1;1;1;2;2;2;1;2;2;2;5;3;7;0;0;0;0
6;0;21;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
36;0;25;1;1;1;1;3;0;3;0;0;0;3;0;0;3;0;1;0;0
0;0;18;1;1;1;1;2;0;2;0;3;1;1;4;1;5;0;0;0;1
0;0;20;1;1;1;1;4;1;3;0;3;3;3;6;3;9;0;0;1;0
25;0;26;0;1;1;0;1;0;1;0;1;0;1;1;0;2;0;0;0;0
0;1;18;1;1;1;1;2;0;2;0;3;1;1;4;1;5;0;0;0;1
30;0;35;1;1;1;0;4;0;1;0;0;0;3;1;0;4;0;1;0;0
0;1;18;0;1;1;1;4;1;3;0;1;7;0;8;7;8;0;0;0;0
30;0;18;1;1;1;0;1;0;1;0;4;4;0;8;4;8;0;0;0;0
30;0;18;1;1;1;1;4;1;2;1;2;1;4;4;2;8;0;1;0;0
0;0;18;0;1;1;0;1;0;1;0;0;1;4;1;1;5;0;0;0;0
30;1;19;1;1;1;1;2;0;2;0;2;0;1;3;0;4;0;0;1;0
24;1;18;1;1;1;0;3;1;3;1;0;0;3;1;1;4;0;0;0;0
8;1;22;0;1;1;0;1;0;1;0;1;0;4;1;0;5;0;0;0;0
55;1;19;1;1;1;0;1;0;1;0;0;0;3;1;0;4;0;0;0;0
40;1;24;1;1;1;0;1;1;1;0;2;3;2;6;3;8;0;1;0;0
6;0;32;1;1;1;0;1;0;1;0;1;0;3;1;0;4;0;0;0;0
0;0;18;1;1;1;1;3;0;3;0;0;1;4;1;1;5;1;0;1;0
0;0;18;0;1;1;1;2;1;2;1;2;1;4;4;2;8;0;0;0;0
0;0;23;1;1;1;1;4;3;3;3;1;1;2;6;4;8;0;0;0;0
0;0;18;0;1;1;1;4;7;3;6;0;2;1;9;8;10;0;0;0;0
0;0;18;0;1;1;1;3;4;3;3;2;1;2;6;4;8;0;0;1;0
42;0;22;1;1;1;1;4;2;3;1;1;4;1;6;5;7;0;1;0;0
0;0;17;1;1;1;1;2;5;2;2;1;4;0;7;6;7;1;0;1;0
0;0;17;1;1;1;1;4;4;3;4;3;1;0;8;5;8;0;0;1;0
0;0;18;1;1;1;0;1;0;1;0;5;1;2;6;1;8;0;0;0;1
0;0;17;0;1;1;1;4;3;3;2;4;3;3;9;5;12;0;0;0;0
0;0;21;1;1;1;0;1;0;1;0;2;0;1;2;0;3;0;0;0;1
0;0;18;0;1;1;0;1;4;1;3;3;1;0;7;4;7;0;0;0;0
0;0;18;1;1;1;0;1;4;1;2;2;2;3;6;4;9;1;0;0;0
0;0;18;0;1;1;1;4;7;3;5;0;2;1;7;7;8;0;0;0;0
0;0;17;1;1;1;1;3;0;3;0;3;1;4;5;1;9;0;0;0;0
0;0;19;1;1;1;1;2;0;2;0;2;1;4;3;1;7;0;0;0;0
0;0;18;0;1;1;1;4;7;3;7;0;1;0;9;8;9;0;0;0;0
0;0;17;0;1;1;1;4;3;3;1;3;3;0;8;4;8;0;0;0;0
40;0;32;1;1;1;0;1;0;1;0;0;1;4;2;1;6;0;0;0;0
0;0;30;1;1;1;0;1;1;1;1;0;0;4;2;1;6;0;0;0;0
3;1;19;1;1;1;0;1;0;1;0;2;0;0;3;0;3;0;0;0;1
0;1;19;1;1;1;1;4;1;3;1;1;0;1;3;1;4;0;0;0;0
0;0;17;0;1;1;0;1;12;1;10;0;2;0;12;12;12;0;0;0;0
20;0;17;0;1;1;0;1;1;1;1;0;0;4;1;1;5;0;0;0;0
0;1;17;1;1;1;1;2;0;2;0;1;0;2;1;0;3;0;0;1;0
20;0;18;0;1;1;1;3;6;3;5;1;2;2;9;7;11;0;0;0;0
8;0;20;1;1;1;0;1;0;1;0;2;0;3;3;0;6;0;0;0;0
0;0;18;1;1;1;1;4;1;3;0;2;1;3;4;1;7;0;1;0;0
0;1;19;1;1;1;0;1;0;1;0;4;0;0;4;0;4;0;0;0;1
8;0;22;1;1;1;1;3;0;3;0;1;0;9;2;0;11;0;1;0;0
0;0;18;0;1;1;1;4;3;3;2;3;2;0;7;4;7;0;0;1;0
36;0;20;1;1;1;0;4;1;3;1;4;2;1;7;3;8;0;1;1;0
0;1;19;0;1;1;0;1;0;1;0;2;0;3;2;0;5;0;0;0;0
0;1;19;1;1;1;1;2;1;2;1;4;0;2;5;1;7;0;0;1;1
55;0;31;1;1;1;0;1;1;1;0;1;1;2;2;1;4;0;0;0;0
0;0;18;0;1;1;1;4;6;3;4;0;3;2;7;7;9;0;0;0;0
36;0;20;1;1;1;1;2;2;2;1;2;3;2;6;4;8;0;0;1;0
0;1;18;1;1;1;1;4;2;3;2;1;0;0;3;2;3;0;1;0;0
0;0;18;0;1;1;0;1;1;1;1;3;0;1;4;1;5;0;0;0;1
20;0;17;1;1;1;1;4;6;3;3;0;5;0;9;8;9;0;0;1;0
0;1;18;1;1;1;1;4;4;3;3;1;2;1;6;5;7;0;0;0;0
0;1;18;0;1;1;1;4;4;3;2;0;4;3;6;6;9;0;1;0;0
0;0;21;0;1;1;1;4;1;3;1;0;0;4;1;1;5;1;1;0;0
8;1;24;1;1;1;0;1;0;1;0;0;0;5;0;0;5;0;0;0;0
30;0;18;1;1;1;1;4;3;3;3;1;2;0;6;5;6;0;0;1;0
0;0;18;0;1;1;1;4;2;3;0;3;6;2;9;6;11;0;0;0;0
0;1;19;0;1;1;0;1;0;1;0;2;2;2;4;2;6;0;0;0;0
0;0;17;0;1;1;0;1;1;1;1;0;0;3;1;1;4;0;0;0;0
0;1;18;1;1;1;0;1;0;1;0;1;0;4;1;0;5;0;0;0;0
0;1;25;1;1;1;1;3;0;3;0;6;1;0;7;1;7;0;0;0;1
0;1;17;1;1;1;1;4;0;3;0;0;1;3;1;1;4;0;1;0;0
8;1;21;1;1;1;0;1;0;1;0;0;0;4;1;0;5;0;0;0;0
48;0;22;1;1;1;0;1;0;1;0;1;0;2;1;0;3;0;0;0;0
0;0;18;1;1;1;0;1;1;1;1;0;0;6;2;1;8;0;0;0;0
20;0;23;0;1;1;1;2;1;2;1;0;1;5;2;2;7;0;0;0;0
0;0;21;0;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;1;19;1;1;1;1;4;7;3;3;3;5;0;11;8;11;0;0;1;0
0;0;19;0;1;1;1;4;0;3;0;4;1;0;5;1;5;0;1;1;1
0;1;27;1;1;1;0;1;0;1;0;4;0;1;4;0;5;0;0;0;1
0;0;18;1;1;1;0;1;1;1;1;4;0;0;5;1;5;0;0;0;1
48;1;20;0;1;1;1;4;2;3;2;3;0;1;5;2;6;0;0;0;0
0;0;19;1;1;1;0;1;0;1;0;1;2;5;4;2;9;0;0;0;0
0;0;18;1;1;1;1;4;2;3;0;0;3;1;3;3;4;1;1;1;0
8;0;18;0;1;1;1;4;6;3;5;0;2;1;8;7;9;0;0;1;0
0;0;21;1;1;1;1;4;5;3;2;1;4;1;7;6;8;0;0;1;0
20;0;30;1;1;1;1;4;5;3;1;0;6;0;7;7;7;0;0;0;0
30;1;18;0;0;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
12;0;27;1;1;1;0;1;2;1;2;2;0;2;4;2;6;0;0;0;0
24;1;21;0;1;1;1;4;2;3;2;2;1;3;5;3;8;0;0;0;0
0;0;17;1;1;1;0;1;0;1;0;0;1;4;2;1;6;0;0;0;0
4;1;21;1;1;1;0;1;1;1;1;1;0;3;2;1;5;0;0;0;0
0;1;18;1;1;1;0;1;1;1;1;1;2;4;4;3;8;0;0;0;0
0;0;23;1;1;1;1;4;0;3;0;0;0;3;0;0;3;0;0;0;0
0;0;19;1;1;1;1;4;1;3;1;1;1;0;3;2;3;0;0;1;0
0;0;19;0;1;1;1;3;0;3;0;3;0;1;3;0;4;0;1;0;1
6;1;27;1;1;1;1;2;0;2;0;1;0;2;2;0;4;0;0;0;0
12;1;42;1;1;1;0;1;0;1;0;0;0;3;1;0;4;0;0;0;0
0;0;17;0;1;1;0;1;1;1;1;0;0;4;1;1;5;0;0;0;0
45;1;25;1;1;1;0;1;0;1;0;2;0;1;4;0;5;0;0;0;0
0;1;18;1;1;1;1;3;6;3;5;0;1;1;6;6;7;1;0;1;0
0;1;21;0;1;1;1;3;0;3;0;2;0;6;2;0;8;0;0;0;0
0;1;21;1;1;1;0;1;1;1;1;0;0;6;2;1;8;0;0;0;0
0;0;24;1;1;1;0;1;1;1;1;1;0;3;3;1;6;0;0;0;0
0;0;27;1;1;1;0;1;1;1;1;0;0;4;2;1;6;0;0;0;0
0;0;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;0;18;0;1;1;1;4;3;2;2;3;1;2;7;3;9;0;0;1;0
38;1;27;1;1;1;1;2;1;2;1;0;0;4;1;1;5;0;0;0;0
0;1;19;1;1;1;0;1;0;1;0;4;0;1;4;0;5;0;0;0;1
32;0;18;1;1;1;0;1;0;1;0;4;0;3;5;0;8;0;1;0;0
0;1;23;0;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
40;1;27;0;1;1;0;4;0;1;0;0;0;4;1;0;5;0;0;0;0
0;0;18;1;1;1;1;3;6;3;5;0;2;1;8;7;9;0;0;0;0
20;1;19;1;1;1;1;4;6;3;5;0;1;5;6;6;11;0;0;0;0
0;0;18;1;1;1;0;1;0;1;0;1;1;3;2;1;5;0;0;0;0
0;1;17;0;1;1;1;4;2;3;0;3;3;0;6;3;6;0;0;0;0
0;0;18;0;1;1;0;1;0;1;0;1;2;1;3;2;4;0;1;1;0
0;1;18;0;1;1;0;1;0;1;0;0;2;1;2;2;3;0;1;0;0
0;0;18;0;1;1;0;1;0;1;0;0;2;8;2;2;10;0;1;0;0
0;1;18;0;1;1;0;1;0;1;0;2;0;4;2;0;6;0;0;0;0
35;0;25;1;1;1;1;2;2;2;2;3;3;1;8;5;9;0;1;0;0
0;0;18;0;1;1;0;1;0;1;0;3;1;3;4;1;7;0;0;0;0
72;1;36;1;1;1;0;1;0;1;0;0;0;2;0;0;2;0;0;0;0
0;1;18;0;1;1;1;4;0;3;0;1;0;3;2;0;5;0;1;0;0
30;0;21;1;1;1;0;4;0;1;0;0;0;3;0;0;3;0;1;0;0
48;0;19;1;1;1;0;1;1;1;0;2;1;4;3;1;7;0;0;0;0
0;1;21;0;1;1;0;4;0;3;0;3;0;7;3;0;10;0;0;0;0
0;1;19;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
0;0;18;1;1;1;1;3;1;3;1;3;1;1;5;2;6;0;0;0;0
36;0;18;0;1;1;1;4;4;2;1;1;4;3;6;5;9;0;1;0;0
0;1;19;1;1;1;0;1;0;1;0;1;0;2;3;0;5;0;0;0;0
8;0;20;1;1;1;1;4;1;3;1;1;6;1;8;7;9;0;0;1;0
8;0;22;1;1;1;0;1;0;1;0;1;0;4;1;0;5;0;0;0;0
0;0;17;1;1;1;0;1;0;1;0;4;0;0;4;0;4;0;0;0;1
13;1;19;1;1;1;1;4;1;2;1;2;0;6;6;1;12;0;1;0;0
48;1;38;1;1;1;0;1;0;1;0;2;0;0;2;0;2;0;0;0;1
0;0;33;0;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;1;27;1;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1
0;1;23;1;1;1;0;1;0;1;0;2;1;3;3;1;6;0;0;0;0
0;0;18;0;1;1;1;2;1;2;1;4;1;3;7;2;10;0;0;1;0
32;1;17;0;1;1;1;4;6;3;4;3;2;2;9;6;11;0;0;0;0
0;0;23;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
0;1;19;1;1;1;0;1;1;1;1;2;0;2;3;1;5;0;0;0;0
4;1;19;0;1;1;0;1;0;1;0;2;2;1;4;2;5;0;0;0;0
0;0;40;1;1;1;1;2;2;2;1;1;2;0;5;3;5;0;0;0;0
60;1;26;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
0;0;22;1;1;1;0;1;0;1;0;2;0;1;2;0;3;0;0;0;1
0;1;18;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;0;17;0;1;1;1;4;0;3;0;2;3;3;5;3;8;0;1;0;0
44;0;17;0;1;1;1;4;2;3;2;3;1;3;6;3;9;0;0;0;0
0;0;19;1;1;1;0;1;1;1;1;0;0;4;1;1;5;0;0;0;0
0;1;18;1;1;1;0;1;0;1;0;0;0;5;1;0;6;0;0;0;0
0;0;17;0;1;1;1;4;4;3;3;2;1;1;6;4;7;0;0;1;0
30;1;44;1;1;1;0;1;0;1;0;1;0;1;2;0;3;0;0;0;0
0;0;29;0;1;1;1;4;1;3;1;1;1;3;3;2;6;0;0;0;0
8;1;19;1;1;1;0;1;0;1;0;0;0;2;0;0;2;0;0;0;0
0;0;18;1;1;1;0;1;0;1;0;1;1;0;3;1;3;0;1;0;0
40;1;22;1;1;1;0;1;0;1;0;2;0;1;4;0;5;0;0;0;0
30;0;22;1;1;1;0;1;0;1;0;1;1;6;3;1;9;0;0;0;0
12;1;17;0;1;1;1;4;10;3;7;0;2;0;9;9;9;0;0;0;0
0;0;18;1;1;1;1;2;0;2;0;2;1;2;4;1;6;0;0;0;0
0;0;19;1;1;1;1;4;6;3;5;1;1;0;8;6;8;0;0;0;0
30;0;19;0;1;1;0;1;1;1;1;1;0;4;2;1;6;0;0;0;0
2;0;18;1;1;1;0;1;0;1;0;2;0;0;3;0;3;0;0;0;1
0;1;18;0;1;1;0;1;0;1;0;0;1;4;1;1;5;0;0;0;0
9;1;23;1;1;1;0;1;1;1;1;1;1;1;3;2;4;0;0;0;0
0;0;17;1;1;1;1;2;3;2;3;2;1;1;8;4;9;0;0;1;0
8;1;18;1;1;1;1;2;0;2;0;1;2;0;3;2;3;0;1;0;0
36;0;25;1;1;1;1;2;0;2;0;0;0;5;1;0;6;0;0;0;0
0;0;22;1;1;1;0;1;0;1;0;1;0;3;1;0;4;0;0;0;0
0;0;20;1;1;1;0;1;0;1;0;3;0;3;3;0;6;0;0;0;0
55;0;21;1;1;1;1;4;2;3;0;4;3;0;7;3;7;0;0;0;1
36;1;25;1;1;1;0;1;0;1;0;0;1;3;1;1;4;0;0;0;0
0;0;24;0;1;1;0;1;0;1;0;0;2;0;2;2;2;0;0;0;0
48;0;24;1;1;1;0;1;0;1;0;1;0;3;1;0;4;0;0;0;0
0;0;19;1;1;1;1;4;0;3;0;3;0;1;5;0;6;0;0;1;0
8;1;18;0;1;1;0;3;0;3;0;3;0;0;3;0;3;0;0;0;1
4;1;18;0;1;1;1;4;2;3;2;1;0;5;3;2;8;0;0;0;0
30;0;19;1;1;1;0;1;0;1;0;1;0;2;1;0;3;0;0;0;0
40;1;28;1;1;1;0;1;0;1;0;1;0;2;1;0;3;0;0;0;0
48;1;30;1;1;1;0;1;0;1;0;2;0;2;2;0;4;0;0;0;0
0;0;17;0;1;1;1;4;9;3;8;0;0;0;8;8;8;0;0;0;0
40;0;18;0;1;1;1;4;6;3;4;0;4;0;9;8;9;0;0;0;0
0;1;19;1;1;1;0;1;1;1;1;1;0;6;2;1;8;0;0;0;0
45;1;38;1;1;1;0;1;0;1;0;1;0;2;1;0;3;0;0;0;0
40;1;25;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0
2;1;19;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;0;19;1;1;1;0;1;0;1;0;1;0;2;1;0;3;0;0;0;0
30;0;22;1;1;1;0;1;1;1;1;1;0;3;3;1;6;0;0;0;0
0;0;18;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0
40;0;19;1;1;1;1;2;3;2;2;3;2;0;8;4;8;0;0;0;0
0;0;17;0;1;1;1;4;1;3;1;2;1;3;4;2;7;0;0;1;0
0;1;18;0;1;1;1;2;6;2;5;1;2;0;8;7;8;0;0;0;0
0;0;18;0;1;1;0;1;1;1;1;2;1;0;4;2;4;0;0;0;0
4;0;19;1;1;1;0;3;0;3;0;3;0;2;3;0;5;0;1;0;1
0;1;19;1;1;1;0;1;0;1;0;3;1;2;4;1;6;0;0;0;0
45;1;25;0;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
48;1;18;1;1;1;0;1;1;1;1;2;2;2;5;3;7;0;0;0;0
0;0;18;1;1;1;0;1;0;1;0;2;2;3;6;2;9;0;0;0;0
0;0;22;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;0;23;0;1;1;1;2;3;2;3;2;0;0;6;3;6;0;0;0;0
4;0;19;1;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;1;20;1;1;1;0;1;0;1;0;2;0;3;2;0;5;0;0;0;0
0;0;19;1;1;1;1;4;2;3;1;0;4;3;5;5;8;0;0;1;0
35;0;20;0;1;1;0;1;0;1;0;0;1;4;1;1;5;0;0;0;0
50;1;25;0;1;1;1;4;4;3;3;1;1;0;5;4;5;0;0;0;0
0;0;17;1;1;1;0;1;1;1;1;0;0;4;1;1;5;0;0;0;0
40;1;28;1;1;1;1;3;0;3;0;2;0;1;2;0;3;0;0;0;1
0;0;18;0;1;1;0;1;3;1;0;2;4;0;6;4;6;0;0;0;0
30;0;53;1;1;1;0;1;0;1;0;0;1;1;1;1;2;0;0;0;0
45;1;23;1;1;1;0;1;0;1;0;1;0;7;1;0;8;0;0;0;0
0;1;20;0;1;1;0;3;0;3;0;2;1;3;3;1;6;0;0;0;0
54;0;19;0;1;1;1;4;2;3;2;3;1;1;6;3;7;0;0;1;0
30;0;27;1;1;1;0;1;0;1;0;0;0;6;1;0;7;0;0;0;0
0;0;17;0;1;1;1;4;0;3;0;4;3;0;8;3;8;0;0;1;0
0;1;18;1;1;1;0;1;0;1;0;0;1;4;1;1;5;0;0;0;0
0;0;19;1;1;1;0;3;0;3;0;0;0;4;0;0;4;0;1;0;0
0;1;19;1;1;1;1;4;1;3;0;3;1;0;6;1;6;0;1;0;0
8;1;21;1;1;1;1;3;0;3;0;2;1;2;3;1;5;0;1;0;0
30;1;17;1;1;1;1;4;3;3;0;1;5;2;6;5;8;0;0;0;0
0;1;18;0;1;1;1;4;8;3;4;0;4;1;8;8;9;0;0;0;0
20;0;19;1;1;1;0;1;0;1;0;1;0;6;1;0;7;0;0;0;0
24;1;42;1;1;1;1;2;7;2;5;2;2;0;9;7;9;0;0;0;0
35;1;49;1;1;1;1;2;7;2;4;1;4;0;9;8;9;0;0;0;0
0;0;32;1;1;1;1;2;5;2;4;3;1;0;8;5;8;0;0;0;0
30;1;24;1;1;1;0;1;2;1;2;0;0;1;2;2;3;0;0;0;0
5;0;17;1;1;1;1;2;0;2;0;2;0;5;2;0;7;0;0;0;0
0;0;19;1;1;1;0;1;0;1;0;3;0;2;3;0;5;0;0;0;1
0;0;18;0;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
0;0;29;0;1;1;1;2;4;2;3;2;2;0;8;5;8;0;0;0;0
0;0;17;0;1;1;0;1;2;1;0;0;4;4;5;4;9;0;0;0;0
0;1;19;1;1;1;1;4;1;3;0;6;1;0;7;1;7;0;0;0;1
20;1;18;1;1;1;0;1;0;1;0;0;1;4;1;1;5;0;1;0;0
0;0;21;1;1;1;1;4;3;3;2;4;1;1;9;3;10;0;0;0;0
0;0;17;0;1;1;0;1;0;1;0;0;1;3;1;1;4;0;0;0;0
0;1;49;1;1;1;1;3;0;3;0;0;1;0;1;1;1;0;0;0;0
0;1;22;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;19;0;1;1;1;3;4;3;0;2;5;0;7;5;7;0;0;0;0
0;0;19;0;1;1;1;4;0;3;0;1;0;3;1;0;4;0;1;1;0
8;1;23;0;1;1;0;1;1;1;1;0;0;7;1;1;8;0;0;0;0
2;0;23;1;1;1;1;4;4;3;3;0;1;0;4;4;4;0;0;0;0
0;0;28;1;1;1;1;3;0;3;0;1;0;1;1;0;2;0;0;0;0
0;0;49;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;22;1;1;1;1;4;1;3;1;1;1;1;3;2;4;0;0;0;0
0;0;23;1;1;0;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0
20;0;18;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
0;1;18;0;1;1;0;1;0;1;0;1;0;3;1;0;4;0;0;0;0
5;1;29;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
20;0;23;1;1;1;1;2;3;2;2;1;2;3;5;4;8;0;0;0;0
0;1;22;0;1;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0
44;0;17;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
0;0;29;1;1;1;1;4;8;3;7;0;1;0;8;8;8;0;0;0;0
48;1;27;0;1;1;0;1;4;1;3;1;1;3;5;4;8;0;0;0;0
40;1;25;0;1;1;1;2;4;2;1;2;6;0;9;7;9;1;0;0;0
0;1;19;1;1;1;0;1;0;1;0;0;0;4;0;0;4;0;0;0;0
5;0;21;1;1;1;1;2;1;2;0;2;4;1;6;4;7;0;0;0;0
10;0;22;1;1;1;0;1;0;1;0;0;1;3;1;1;4;0;0;0;0
40;0;21;0;1;1;1;4;7;3;6;0;2;0;8;8;8;0;0;0;0
0;0;21;0;1;1;1;3;6;3;2;0;6;0;8;8;8;0;0;0;0
